[0, 9.5208417586, 3.4630915244, 4.3739832576] 

[10, 7.1618535539, 5.5529146105, 3.9392338576] 

[20, 6.9801868873, 7.6747426957, 4.2086231387] 

[30, 6.8598636642, 9.4657039822, 4.1052716772] 

[40, 6.7605974265, 10.1081236836, 4.6206842979] 

[0, 10.6872426471, 3.5734725522, 4.3478012802] 

[10, 8.1846078431, 9.0131636951, 5.5889689765] 

[20, 8.0437791054, 12.0385459015, 4.9998431071] 

[30, 7.9642738971, 14.684636131, 4.8914377816] 

[40, 7.8913334865, 17.1848060345, 5.1024793667] 

[0, 10.2670749081, 5.4096947553, 4.401874602] 

[10, 8.7074463848, 16.1079392388, 5.3395820068] 

[20, 8.5916145833, 23.7009897262, 4.8098875422] 

[30, 8.5328484988, 28.3350680839, 4.5258972742] 

[40, 8.4931043199, 34.3188246963, 4.7597973862] 

[0, 2.3271557138, 3.2663822951, 1.4731766752] 

[10, 1.9668675322, 12.6237693476, 0.9320726544] 

[20, 1.9418196615, 21.5504965468, 0.9191356886] 

[30, 1.9330516621, 27.4890067839, 0.8899797302] 

[40, 1.9303998162, 33.904759135, 0.9200863255] 

[0, 2.2897135417, 3.3962938076, 1.5215217806] 

[10, 1.955463197, 13.9736649564, 1.0014680007] 

[20, 1.9383758425, 22.2824714685, 0.920384135] 

[30, 1.9326608456, 29.4592782621, 0.9487254941] 

[40, 1.9274856388, 33.8993987559, 0.9088096499] 

